1,TRIV
3,2
5,2
7,TRIV
9,2 (ALG)
11,2
13,TRIV
15,4
17,3
19,TRIV
21,3
23,3
25,TRIV
27,3
29,4
31,TRIV
33,3
35,3
37,TRIV
39,6
41,3
43,TRIV
45,3
47,3
49,TRIV
51,3
53,3
55,TRIV
57,3
59,3
61,TRIV
63,4
65,4
67,TRIV
69,6
71,5
73,TRIV
75,4
77,4
79,TRIV
81,ALG
83,4
85,TRIV
87,5
89,4
91,TRIV
93,4
95,5
97,TRIV
99,4
101,13
103,TRIV
105,4
107,4
109,TRIV
111,7
113,5
115,TRIV
117,4
119,4
121,TRIV
123,8
125,4
127,TRIV
129,4
131,7
133,TRIV
135,7
137,5
139,TRIV
141,5
143,4
145,TRIV
147,4
149,4
151,TRIV
153,4
155,4
157,TRIV
159,4
161,5
163,TRIV
165,5
167,4
169,TRIV
171,5
173,4
175,TRIV
177,4
179,6
181,TRIV
183,4
185,4
187,TRIV
189,4
191,7
193,TRIV
195,4
197,4
199,TRIV
201,5
203,4
205,TRIV
207,6
209,4
211,TRIV
213,4
215,4
217,TRIV
219,4
221,357
223,TRIV
225,4 (ALG)
227,4
229,TRIV
231,13
233,4
235,TRIV
237,4
239,4
241,TRIV
243,4
245,4
247,TRIV
249,4
251,4
253,TRIV
255,5
257,7
259,TRIV
261,43
263,5
265,TRIV
267,5
269,8
271,TRIV
273,5
275,6
277,TRIV
279,8
281,5
283,TRIV
285,5
287,7
289,TRIV
291,5
293,6
295,TRIV
297,5
299,6
301,TRIV
303,6
305,5
307,TRIV
309,14
311,7
313,TRIV
315,5
317,6
319,TRIV
321,7
323,5
325,TRIV
327,6
329,6
331,TRIV
333,5
335,6
337,TRIV
339,716
341,5
343,TRIV
345,9
347,5
349,TRIV
351,5
353,8
355,TRIV
357,6
359,10
361,TRIV
363,5
365,5
367,TRIV
369,6
371,5
373,TRIV
375,11
377,5
379,TRIV
381,5
383,5
385,TRIV
387,6
389,8
391,TRIV
393,5
395,6
397,TRIV
399,6
401,13
403,TRIV
405,5
407,5
409,TRIV
411,5
413,7
415,TRIV
417,5
419,6
421,TRIV
423,5
425,5
427,TRIV
429,18
431,5
433,TRIV
435,8
437,5
439,TRIV
441,ALG
443,15
445,TRIV
447,5
449,10
451,TRIV
453,5
455,5
457,TRIV
459,6
461,5
463,TRIV
465,6
467,5
469,TRIV
471,7
473,6
475,TRIV
477,5
479,6
481,TRIV
483,5
485,12
487,TRIV
489,6
491,13
493,TRIV
495,7
497,7
499,TRIV
501,5
503,5
505,TRIV
507,7
509,8
511,TRIV
513,6
515,5
517,TRIV
519,14
521,5
523,TRIV
525,5
527,10
529,TRIV
531,55
533,5
535,TRIV
537,5
539,6
541,TRIV
543,9
545,5
547,TRIV
549,6
551,9
553,TRIV
555,6
557,5
559,TRIV
561,5
563,5
565,TRIV
567,5
569,6
571,TRIV
573,21
575,5
577,TRIV
579,6
581,5
583,TRIV
585,5
587,7
589,TRIV
591,5
593,5
595,TRIV
597,6
599,8
601,TRIV
603,5
605,5
607,TRIV
609,8
611,7
613,TRIV
615,5
617,7
619,TRIV
621,9
623,5
625,TRIV
627,5
629,6
631,TRIV
633,6
635,5
637,TRIV
639,6
641,5
643,TRIV
645,5
647,6
649,TRIV
651,5
653,7
655,TRIV
657,5
659,8
661,TRIV
663,6
665,5
667,TRIV
669,12
671,5
673,TRIV
675,5
677,5
679,TRIV
681,9
683,6
685,TRIV
687,5
689,6
691,TRIV
693,5
695,10
697,TRIV
699,26
701,7
703,TRIV
705,6
707,5
709,TRIV
711,5
713,5
715,TRIV
717,5
719,8
721,TRIV
723,6
725,6
727,TRIV
729,ALG
731,5
733,TRIV
735,6
737,6
739,TRIV
741,5
743,5
745,TRIV
747,5
749,6
751,TRIV
753,5
755,5
757,TRIV
759,14
761,5
763,TRIV
765,6
767,5
769,TRIV
771,29
773,5
775,TRIV
777,6
779,72
781,TRIV
783,5
785,5
787,TRIV
789,6
791,5
793,TRIV
795,5
797,5
799,TRIV
801,5
803,7
805,TRIV
807,9
809,318
811,TRIV
813,5
815,7
817,TRIV
819,8
821,9
823,TRIV
825,5
827,5
829,TRIV
831,5
833,5
835,TRIV
837,6
839,6
841,TRIV
843,5
845,5
847,TRIV
849,12
851,5
853,TRIV
855,10
857,5
859,TRIV
861,5
863,9
865,TRIV
867,5
869,8
871,TRIV
873,5
875,5
877,TRIV
879,6
881,13
883,TRIV
885,5
887,5
889,TRIV
891,7
893,5
895,TRIV
897,5
899,12
901,TRIV
903,8
905,6
907,TRIV
909,6
911,5
913,TRIV
915,5
917,5
919,TRIV
921,5
923,5
925,TRIV
927,5
929,6
931,TRIV
933,6
935,5
937,TRIV
939,28
941,5
943,TRIV
945,5
947,139
949,TRIV
951,5
953,5
955,TRIV
957,5
959,6
961,TRIV
963,5
965,5
967,TRIV
969,8
971,5
973,TRIV
975,6
977,5
979,TRIV
981,5
983,5
985,TRIV
987,5
989,10
991,TRIV
993,5
995,5
997,TRIV
999,12
1001,5
1003,TRIV
1005,5
1007,5
1009,TRIV
1011,5
1013,5
1015,TRIV
1017,5
1019,5
1021,TRIV
1023,7
1025,7
1027,TRIV
1029,6
1031,15
1033,TRIV
1035,6
1037,8
1039,TRIV
1041,11
1043,9
1045,TRIV
1047,6
1049,12
1051,TRIV
1053,7
1055,6
1057,TRIV
1059,6
1061,485
1063,TRIV
1065,7
1067,9
1069,TRIV
1071,7
1073,6
1075,TRIV
1077,6
1079,16
1081,TRIV
1083,8
1085,6
1087,TRIV
1089,ALG
1091,13
1093,TRIV
1095,6
1097,6
1099,TRIV
1101,9
1103,8
1105,TRIV
1107,7
1109,10
1111,TRIV
1113,7
1115,7
1117,TRIV
1119,16
1121,7
1123,TRIV
1125,6
1127,6
1129,TRIV
1131,9
1133,6
1135,TRIV
1137,8
1139,6
1141,TRIV
1143,6
1145,9
1147,TRIV
1149,956
1151,7
1153,TRIV
1155,8
1157,6
1159,TRIV
1161,9
1163,8
1165,TRIV
1167,7
1169,6
1171,TRIV
1173,11
1175,9
1177,TRIV
1179,6
1181,19
